PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Mann, J								Cetacean culture: Definitions and evidence								BEHAVIORAL AND BRAIN SCIENCES				24	2			343	+		10.1017/S0140525X01433966			APR 2001	2001										5									
J	Mann, T.; Cone, J.; Ferguson, M. J.								Social-psychological evidence for the effective updating of implicit attitudes								Behavioral and Brain Sciences																									1									
J	Mann, Thomas C.; Cone, Jeremy; Ferguson, Melissa J.								Social-psychological evidence for the effective updating of implicit attitudes								BEHAVIORAL AND BRAIN SCIENCES				38						e15	10.1017/S0140525X14000223			2015	2015										6									
J	Manns, M								The riddle of nature and nurture - Lateralization has an epigenetic trait								BEHAVIORAL AND BRAIN SCIENCES				28	4			602	+		10.1017/S0140525X05360109			AUG 2005	2005										1									
J	MANSBRIDGE, J								LOVE AND DUTY - THE NEW FRONTIERS								BEHAVIORAL AND BRAIN SCIENCES				12	4			717	717		10.1017/S0140525X00025474			DEC 1989	1989										1									
J	MANSCHRECK, TC; MAHER, BA								APPROXIMATIONS TO A NEUROPSYCHOLOGICAL MODEL OF SCHIZOPHRENIA								BEHAVIORAL AND BRAIN SCIENCES				14	1			36	36		10.1017/S0140525X00065249			MAR 1991	1991										1									
J	MANSFIELD, RJW								SENSORY CODING - THE SEARCH FOR INVARIANTS								BEHAVIORAL AND BRAIN SCIENCES				4	2			198	199		10.1017/S0140525X00008384			1981	1981										1									
J	MANSFIELD, RJW								TITLE - CELLULAR ANALYSIS OF BEHAVIOR AND COGNITION								BEHAVIORAL AND BRAIN SCIENCES				2	2			272	272		10.1017/S0140525X00062397			1979	1979										1									
J	MANWELL, C; BAKER, CMA								REFORM PEER-REVIEW - THE PETERS AND CECI STUDY IN THE CONTEXT OF OTHER CURRENT STUDIES OF SCIENTIFIC EVALUATION								BEHAVIORAL AND BRAIN SCIENCES				5	2			221	225		10.1017/S0140525X00011493			1982	1982										9									
J	Manzotti, Riccardo; Moderato, Paolo								Intentional change, intrinsic motivations, and goal generation								BEHAVIORAL AND BRAIN SCIENCES				37	4			431	432		10.1017/S0140525X13003221			AUG 2014	2014										2									
J	Maoz, Ifat								The dangers of prejudice reduction interventions: Empirical evidence from encounters between Jews and Arabs in Israel								BEHAVIORAL AND BRAIN SCIENCES				35	6			441	442		10.1017/S0140525X12001276			DEC 2012	2012										3									
J	Mar, Raymond A.; Spreng, R. Nathan								Episodic memory solves both social and nonsocial problems, and evolved to fulfill many different functions								BEHAVIORAL AND BRAIN SCIENCES				41						e20	10.1017/S0140525X17001418			2018	2018										1									
J	MARANTZ, A								CREOLIZATION - SPECIAL EVIDENCE FOR INNATENESS								BEHAVIORAL AND BRAIN SCIENCES				7	2			199	200		10.1017/S0140525X00044253			1984	1984										5									
J	Maratsos, M								How fast does a child learn a word?								BEHAVIORAL AND BRAIN SCIENCES				24	6			1111	+		10.1017/S0140525X01300134			DEC 2001	2001										4									
J	MARATSOS, M								MIDDLE POSITIONS ON LANGUAGE, COGNITION, AND EVOLUTION								BEHAVIORAL AND BRAIN SCIENCES				13	4			744	744		10.1017/S0140525X00081231			DEC 1990	1990										1									
J	MARATSOS, M								HOW DEGENERATE IS THE INPUT TO CREOLES AND WHERE DO ITS BIASES COME FROM								BEHAVIORAL AND BRAIN SCIENCES				7	2			200	201		10.1017/S0140525X00044265			1984	1984										5									
J	MARCEL, AJ								CONSCIOUSNESS AND PROCESSING - CHOOSING AND TESTING A NULL HYPOTHESIS								BEHAVIORAL AND BRAIN SCIENCES				9	1			40	41		10.1017/S0140525X00021439			MAR 1986	1986										12									
J	Marchettini, P; Lacerenza, M; Formaglio, F								Experimental pain models and clinical chronic pain: Is plasticity enough to link them?								BEHAVIORAL AND BRAIN SCIENCES				20	3			458	+		10.1017/S0140525X97421490			SEP 1997	1997										1									
J	Marcovitch, S; Zelazo, PD								On the need for conscious control and conceptual understanding								BEHAVIORAL AND BRAIN SCIENCES				24	1			48	+		10.1017/S0140525X01343911			FEB 2001	2001										1									
J	Marcus, Gary F.; Keil, Frank C.								Concepts, correlations, and some challenges for connectionist cognition								BEHAVIORAL AND BRAIN SCIENCES				31	6			722	+		10.1017/S0140525X08005980			DEC 2008	2008										5									
J	Maren, S								Arousing the LTP and learning debate								BEHAVIORAL AND BRAIN SCIENCES				20	4			622	+		10.1017/S0140525X97321591			DEC 1997	1997										1									
J	Mareschal, D								Can there be embodiment without a body/brain?								BEHAVIORAL AND BRAIN SCIENCES				24	1			49	+		10.1017/S0140525X01353918			FEB 2001	2001										1									
J	Mareschal, D; Shultz, TR								From neural constructivism to children's cognitive development: Bridging the gap								BEHAVIORAL AND BRAIN SCIENCES				20	4			571	+		10.1017/S0140525X97391584			DEC 1997	1997										3									
J	Marewski, Julian N.; Hoffrage, Ulrich								Processes models, environmental analyses, and cognitive architectures: Quo vadis quantum probability theory?								BEHAVIORAL AND BRAIN SCIENCES				36	3			297	298		10.1017/S0140525X12003032			JUN 2013	2013										1									
J	MARGALIT, A; BARHILLEL, M								THE IRRATIONAL, THE UNREASONABLE, AND THE WRONG								BEHAVIORAL AND BRAIN SCIENCES				4	3			346	349		10.1017/S0140525X00009262			1981	1981										1									
J	Margoliash, Daniel; Nusbaum, Howard C.								Animal comparative studies should be part of linguistics								BEHAVIORAL AND BRAIN SCIENCES				32	5			458	+		10.1017/S0140525X09990690			OCT 2009	2009										2									
J	Margolis, Eric; Laurence, Stephen								Beyond the building blocks model								BEHAVIORAL AND BRAIN SCIENCES				34	3			139	U39		10.1017/S0140525X10002177			JUN 2011	2011										1									
J	Margolis, Eric; Laurence, Stephen								Concepts and theoretical unification								BEHAVIORAL AND BRAIN SCIENCES				33	2-3			219	+		10.1017/S0140525X10000427			APR-JUN 2010	2010										7									
J	Margolis, H								Altruism and Darwinian rationality								BEHAVIORAL AND BRAIN SCIENCES				25	2			269	+		10.1017/S0140525X02430051			APR 2002	2002										1									
J	Margolis, H								Simple heuristics that make us dumb								BEHAVIORAL AND BRAIN SCIENCES				23	5			758	+		10.1017/S0140525X00413440			OCT 2000	2000										3									
J	MARGOLIS, J								MENTAL ASCRIPTIONS AND MENTAL UNITY - MOLAR SUBJECTS, BRAINS, AND HOMUNCULI								BEHAVIORAL AND BRAIN SCIENCES				4	1			110	111		10.1017/S0140525X00007883			1981	1981										3									
J	Marie, Antoine								Moral rigidity as a proximate facilitator of group cohesion and combativeness								BEHAVIORAL AND BRAIN SCIENCES				42						e130	10.1017/S0140525X1900092X			2019	2019										1									
J	Marin, L; Oullier, O								When robots fall: The complex processes of learning and development								BEHAVIORAL AND BRAIN SCIENCES				24	6			1067	+		10.1017/S0140525X01400124			DEC 2001	2001										1									
J	Marino, L								Cetaceans would be an interesting comparison group								BEHAVIORAL AND BRAIN SCIENCES				24	2			290	+		10.1017/S0140525X01353955			APR 2001	2001										1									
J	MARKL, H								THE POWER OF REDUCTION AND THE LIMITS OF COMPRESSIBILITY								BEHAVIORAL AND BRAIN SCIENCES				5	1			18	19		10.1017/S0140525X00010244			1982	1982										2									
J	Markman, AB; Blok, S; Kim, K; Larkey, L; Narvaez, LR; Stilwell, CH; Taylor, E								Digging beneath Rules and Similarity								BEHAVIORAL AND BRAIN SCIENCES				28	1			29	+		10.1017/S0140525X05390017			FEB 2005	2005										4									
J	Markman, AB								Are dynamical systems the answer?								BEHAVIORAL AND BRAIN SCIENCES				24	1			50	+		10.1017/S0140525X01363914			FEB 2001	2001										1									
J	Markman, AB; Yamauchi, T								Boundary conditions and the need for multiple forms of representation								BEHAVIORAL AND BRAIN SCIENCES				21	4			477	+		10.1017/S0140525X98351250			AUG 1998	1998										1									
J	Markman, Arthur B.; Otto, A. Ross								Cognitive systems optimize energy rather than information								BEHAVIORAL AND BRAIN SCIENCES				34	4			207	+		10.1017/S0140525X11000355			AUG 2011	2011										4									
J	Markman, Arthur B.								Can developmental psychology provide a blueprint for the study of adult cognition?								BEHAVIORAL AND BRAIN SCIENCES				34	3			140	U40		10.1017/S0140525X10002475			JUN 2011	2011										1									
J	Markman, Arthur B.; Laux, Jeffrey P.								Analogical inferences are central to analogy								BEHAVIORAL AND BRAIN SCIENCES				31	4			390	+		10.1017/S0140525X08004603			AUG 2008	2008										2									
J	Markman, Keith D.; McMullen, Matthew N.								Counterfactuals need not be comparative: The case of "As if"								BEHAVIORAL AND BRAIN SCIENCES				30	5-6			461	+		10.1017/S0140525X07002671			OCT-DEC 2007	2007										1									
J	Markovits, Henry								Imagination as a source of rationality in development								BEHAVIORAL AND BRAIN SCIENCES				30	5-6			462	+		10.1017/S0140525X07002683			OCT-DEC 2007	2007										1									
J	Markowitsch, Hans J.; Staniloiu, Angelica								The spaces left over between REM sleep, dreaming, hippocampal formation, and episodic autobiographical memory								BEHAVIORAL AND BRAIN SCIENCES				36	6			622	623		10.1017/S0140525X13001374			DEC 2013	2013										1									
J	Markowitsch, HJ								Gestalt view of the limbic system and the Papez circuit - another approach to unity and diversity of brain structures and functions								BEHAVIORAL AND BRAIN SCIENCES				22	3			459	+		10.1017/S0140525X99362038			JUN 1999	1999										3									
J	MARKOWITSCH, HJ								MEMORY PROCESSING BY THE BRAIN - SUBREGIONALIZATION, SPECIES-DEPENDENCY, AND NETWORK CHARACTER								BEHAVIORAL AND BRAIN SCIENCES				8	3			506	507		10.1017/S0140525X00001400			1985	1985										1									
J	MARKS, D								EIDETIC IMAGERY - HABER GHOST AND HATAKEYAMA GHOUL								BEHAVIORAL AND BRAIN SCIENCES				2	4			610	612		10.1017/S0140525X00064736			1979	1979										1									
J	MARKS, DF								INTENTIONALITY AND AUTONOMY OF VERBAL IMAGERY IN ALTERED STATES OF CONSCIOUSNESS								BEHAVIORAL AND BRAIN SCIENCES				9	3			529	530		10.1017/S0140525X0004694X			SEP 1986	1986										1									
J	MARKS, I								CONDITIONING MODELS FOR CLINICAL SYNDROMES ARE OUT OF DATE								BEHAVIORAL AND BRAIN SCIENCES				2	2			175	177		10.1017/S0140525X00061768			1979	1979										5									
J	MARKS, LE								COGNITIVE SCIENCE AND THE PRAGMATICS OF BEHAVIOR								BEHAVIORAL AND BRAIN SCIENCES				9	1			150	150		10.1017/S0140525X00021907			MAR 1986	1986										1									
J	MARKS, LE								TOWARD A PSYCHOPHYSICS OF INTENTION								BEHAVIORAL AND BRAIN SCIENCES				8	4			547	547		10.1017/S0140525X00045003			DEC 1985	1985										4									
J	MARKS, LE								WHAT (GOOD) ARE SCALES OF SENSATION								BEHAVIORAL AND BRAIN SCIENCES				4	2			199	200		10.1017/S0140525X00008396			1981	1981										1									
J	Markus, Keith A.								Questions about networks, measurement, and causation								BEHAVIORAL AND BRAIN SCIENCES				33	2-3			164	+		10.1017/S0140525X10000658			APR-JUN 2010	2010										3									
J	Marlowe, FW								Good genes and parental care in human evolution								BEHAVIORAL AND BRAIN SCIENCES				23	4			611	+		10.1017/S0140525X00493374			AUG 2000	2000										1									
J	MARMOR, J								THE QUESTION OF CAUSALITY								BEHAVIORAL AND BRAIN SCIENCES				9	2			249	249		10.1017/S0140525X00022494			JUN 1986	1986										7									
J	MARRIOTT, FHC								A SIMPLE ANALYZER FOR NERVE-IMPULSE TRAINS								BEHAVIORAL AND BRAIN SCIENCES				2	2			272	273		10.1017/S0140525X00062415			1979	1979										1									
J	MARSCHARK, M								A CODE BY ANY OTHER NAME								BEHAVIORAL AND BRAIN SCIENCES				6	1			151	152		10.1017/S0140525X00015223			1983	1983										1									
J	Marschik, Peter B.; Kaufmann, Walter E.; Boelte, Sven; Sigafoos, Jeff; Einspieler, Christa								En route to disentangle the impact and neurobiological substrates of early vocalizations: Learning from Rett syndrome								BEHAVIORAL AND BRAIN SCIENCES				37	6						10.1017/S0140525X1300410X			DEC 2014	2014										5									
J	MARSH, HW; BALL, S								REFLECTIONS ON THE PEER-REVIEW PROCESS								BEHAVIORAL AND BRAIN SCIENCES				14	1			157	157		10.1017/S0140525X00065912			MAR 1991	1991										13									
J	MARSHACK, A								CORRECT DATA-BASE - WRONG MODEL								BEHAVIORAL AND BRAIN SCIENCES				16	4			767	768		10.1017/S0140525X00032878			DEC 1993	1993										1									
J	MARSHACK, A								DATA FOR A THEORY OF LANGUAGE ORIGINS								BEHAVIORAL AND BRAIN SCIENCES				2	3			394	396		10.1017/S0140525X00063251			1979	1979										1									
J	Marshall, JC; Gurd, JM; Fink, GR								Catatonia, motor neglect, and hysterical paralysis: Some similarities and differences								BEHAVIORAL AND BRAIN SCIENCES				25	5			587	+		10.1017/S0140525X02320107			OCT 2002	2002										2									
J	MARSHALL, JC								COMBE CRUCIBLE AND THE MUSIC OF THE MODULES								BEHAVIORAL AND BRAIN SCIENCES				8	1			23	24		10.1017/S0140525X00019373			1985	1985										1									
J	MARSHALL, JC								PIDGINS ARE EVERYWHERE								BEHAVIORAL AND BRAIN SCIENCES				7	2			201	201		10.1017/S0140525X00044277			1984	1984										1									
J	MARSHALL, JC								A ROSE BY ANY OTHER NAME								BEHAVIORAL AND BRAIN SCIENCES				6	2			216	217		10.1017/S0140525X00015600			1983	1983										1									
J	MARSHALL, JC								WILENSKY RECIPE FOR SOAP-OPERA SCRIPTS, OR PROUST,MARCEL IS A YENTA								BEHAVIORAL AND BRAIN SCIENCES				6	4			604	605		10.1017/S0140525X00017660			1983	1983										1									
J	MARSHALL, JC								THE REPRESENTATION OF LOST TIME								BEHAVIORAL AND BRAIN SCIENCES				5	3			382	383		10.1017/S0140525X00012619			1982	1982										1									
J	MARSHALL, JC								HEMISPHERIC-SPECIALIZATION - WHAT, HOW, AND WHY								BEHAVIORAL AND BRAIN SCIENCES				4	1			72	73		10.1017/S0140525X00007664			1981	1981										16									
J	MARSHALL, JC								THE NEW ORGANOLOGY								BEHAVIORAL AND BRAIN SCIENCES				3	1			23	25		10.1017/S0140525X00001618			1980	1980										7									
J	MARSHALL, JC								ARTIFICIAL INTELLIGENCE - THE REAL THING								BEHAVIORAL AND BRAIN SCIENCES				3	3			435	437		10.1017/S0140525X00005884			1980	1980										2									
J	MARSHALL, JC								THE SENSE OF COMPUTATION								BEHAVIORAL AND BRAIN SCIENCES				2	3			472	473		10.1017/S0140525X00063846			1979	1979										2									
J	Marslen-Wilson, WD								What phonetic decision making does not tell us about lexical architecture								BEHAVIORAL AND BRAIN SCIENCES				23	3			337	+		10.1017/S0140525X00353249			JUN 2000	2000										1									
J	Martelli, M.; Burani, C.; Zoccolotti, P.								Visual perceptual limitations on letter position uncertainty in reading								Behavioral and Brain Sciences				1	1			32	33						2012										1									
J	MARTIN, JR								WHAT IS LANGUAGE								BEHAVIORAL AND BRAIN SCIENCES				5	4			607	608		10.1017/S0140525X00013868			1982	1982										1									
J	MARTIN, LJ								INADEQUATE CRITERIA FOR HYPOTHESIS-TESTING IN CEREBRAL ASYMMETRY RESEARCH								BEHAVIORAL AND BRAIN SCIENCES				3	2			243	243		10.1017/S0140525X00004611			1980	1980										2									
J	MARTIN, M								MEMORY AND MOOD								BEHAVIORAL AND BRAIN SCIENCES				7	1			75	75		10.1017/S0140525X00026200			1984	1984										3									
J	MARTIN, M								PSYCHOLOGICAL CONSIDERATIONS IN STORY ANALYSIS								BEHAVIORAL AND BRAIN SCIENCES				6	4			605	605		10.1017/S0140525X00017672			1983	1983										1									
J	Martin, MW								Self-deceiving intentions								BEHAVIORAL AND BRAIN SCIENCES				20	1			122	&		10.1017/S0140525X97450033			MAR 1997	1997										11									
J	Martin, RC								Further fractionations of verbal working memory								BEHAVIORAL AND BRAIN SCIENCES				22	1			106	+		10.1017/S0140525X99351785			FEB 1999	1999										2									
J	Martin, W. M.								Self-Deceiving Intentions								Behavioral and Brain Sciences				20				1	1						1997										1									
J	MARTINCORDERO, J; GONZALEZLABRA, MJ								AMNESIC MENTAL MODELS DO NOT COMPLETELY SPILL THE BEANS OF DEDUCTIVE REASONING								BEHAVIORAL AND BRAIN SCIENCES				17	4			773	774		10.1017/S0140525X00037122			DEC 1994	1994										3									
J	Martindale, C								Genetic and biological determinants of psychological traits								BEHAVIORAL AND BRAIN SCIENCES				22	5			897	+		10.1017/S0140525X99362208			OCT 1999	1999										1									
J	Martinez-Garcia, F								The origin of the amniote sensory and motor cortices								BEHAVIORAL AND BRAIN SCIENCES				26	5			561	+		10.1017/S0140525X0331012X			OCT 2003	2003										1									
