PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Amir, Dorsa; Jordan, Matthew R.								The behavioral constellation of deprivation may be best understood as risk management								BEHAVIORAL AND BRAIN SCIENCES				40						e316	10.1017/S0140525X17000875			2017	2017										2									
J	Amir, Dorsa; Jordan, Matthew R.; Rand, David G.								Cultural evolution need not imply group selection								BEHAVIORAL AND BRAIN SCIENCES				39						e32	10.1017/S0140525X15000059			2016	2016										1									
J	Amit, DJ								Is synchronization necessary and is it sufficient?								BEHAVIORAL AND BRAIN SCIENCES				20	4			683	+		10.1017/S0140525X97221606			DEC 1997	1997										2									
J	AMIT, DJ								THE HEBBIAN PARADIGM REINTEGRATED - LOCAL REVERBERATIONS AS INTERNAL REPRESENTATIONS								BEHAVIORAL AND BRAIN SCIENCES				18	4			617	626		10.1017/S0140525X00040164			DEC 1995	1995										218									
J	AMSEL, A								HIPPOCAMPUS, MEMORY, AND MOVEMENT								BEHAVIORAL AND BRAIN SCIENCES				2	4			494	495		10.1017/S0140525X00063950			1979	1979										2									
J	AMUNDSON, R								DOCTOR DENNETT AND DOCTOR PANGLOSS - PERFECTION AND SELECTION IN BIOLOGY AND PSYCHOLOGY								BEHAVIORAL AND BRAIN SCIENCES				13	3			577	580		10.1017/S0140525X00080237			SEP 1990	1990										4									
J	AMUNDSON, R								LOGICAL ADAPTATIONISM - DENNETT,DANIEL,G. THE-INTENTIONAL-STANCE								BEHAVIORAL AND BRAIN SCIENCES				11	3			505	506		10.1017/S0140525X00058623			SEP 1988	1988										4									
J	Anand, K. J. S.								Consciousness, cortical function, and pain perception in nonverbal humans								BEHAVIORAL AND BRAIN SCIENCES				30	1			82	+		10.1017/S0140525X0700091X			FEB 2007	2007										8									
J	Andersen, GJ								Are the dorsal/ventral pathways sufficiently distinct to resolve perceptual theory?								BEHAVIORAL AND BRAIN SCIENCES				25	1			96	+		10.1017/S0140525X02220026			FEB 2002	2002										1									
J	ANDERSEN, RA; BROTCHIE, PR								SPATIAL MAPS VERSUS DISTRIBUTED REPRESENTATIONS AND A ROLE FOR ATTENTION								BEHAVIORAL AND BRAIN SCIENCES				15	4			707	709					DEC 1992	1992										12									
J	ANDERSEN, RA								VALUE, VARIABLE, AND COARSE CODING BY POSTERIOR PARIETAL NEURONS								BEHAVIORAL AND BRAIN SCIENCES				9	1			90	91		10.1017/S0140525X00021567			MAR 1986	1986										3									
J	Anderson, Barton L.								The myth of computational level theory and the vacuity of rational analysis								BEHAVIORAL AND BRAIN SCIENCES				34	4			189	+		10.1017/S0140525X11000185			AUG 2011	2011										1									
J	Anderson, C; Keltner, D								The role of empathy in the formation and maintenance of social bonds								BEHAVIORAL AND BRAIN SCIENCES				25	1			21	+		10.1017/S0140525X02230010			FEB 2002	2002										35									
J	Anderson, CJ								Alternative perspectives on omission bias								BEHAVIORAL AND BRAIN SCIENCES				28	4			544	+		10.1017/S0140525X05230091			AUG 2005	2005										1									
J	Anderson, E								Moral heuristics: Rigid rules or flexible inputs in moral deliberation?								BEHAVIORAL AND BRAIN SCIENCES				28	4			544	+		10.1017/S0140525X05240098			AUG 2005	2005										5									
J	Anderson, J R.; Lebiere, C								The newell test for a theory of cognition								Behavioral and Brain Sciences				26											2003										2									
J	Anderson, JR; Lebiere, C								The Newell Test for a theory of cognition								BEHAVIORAL AND BRAIN SCIENCES				26	5			587	+		10.1017/S0140525X0300013X			OCT 2003	2003										93									
J	Anderson, JR; Lebiere, C								Authors' Response - Optimism for the future of unified theories								BEHAVIORAL AND BRAIN SCIENCES				26	5			628	639		10.1017/S0140525X03460135			OCT 2003	2003										2									
J	Anderson, JR; Lebiere, C; Lovett, M; Reder, L								ACT-R: A higher-level account of processing capacity								BEHAVIORAL AND BRAIN SCIENCES				21	6			831	+		10.1017/S0140525X98221765			DEC 1998	1998										5									
J	ANDERSON, JR								MAKING THE BEST USE OF PRIMATE TOOL USE								BEHAVIORAL AND BRAIN SCIENCES				14	4			551	551		10.1017/S0140525X00071247			DEC 1991	1991										1									
J	ANDERSON, JR								IS HUMAN COGNITION ADAPTIVE								BEHAVIORAL AND BRAIN SCIENCES				14	3			471	484		10.1017/S0140525X00070801			SEP 1991	1991										211									
J	ANDERSON, JR								MORE ON RATIONAL ANALYSIS - AUTHORS RESPONSE								BEHAVIORAL AND BRAIN SCIENCES				14	3			508	518		10.1017/S0140525X00071077			SEP 1991	1991										2									
J	ANDERSON, JR								OPTIMALITY AND HUMAN-MEMORY								BEHAVIORAL AND BRAIN SCIENCES				14	2			215	215		10.1017/S0140525X00066152			JUN 1991	1991										1									
J	ANDERSON, JR								ON THE CONTENTS OF CAPUCHINS COGNITIVE TOOL-KIT								BEHAVIORAL AND BRAIN SCIENCES				12	3			588	589		10.1017/S0140525X00057691			SEP 1989	1989										3									
J	ANDERSON, JR								METHODOLOGIES FOR STUDYING HUMAN KNOWLEDGE								BEHAVIORAL AND BRAIN SCIENCES				10	3			467	477		10.1017/S0140525X00023554			SEP 1987	1987										67									
J	Anderson, M. L								Neural re-use as a fundamental organizational principle of the brain								Behavioral and Brain Sciences																									2									
J	Anderson, Michael								Precis of After Phrenology: Neural Reuse and the Interactive Brain								Behavioral and Brain Sciences															2015										1									
J	Anderson, Michael C.; Levy, Benjamin J.								Encouraging the nascent cognitive neuroscience of repression								BEHAVIORAL AND BRAIN SCIENCES				29	5			511	+		10.1017/S0140525X0622911X			OCT 2006	2006										12									
J	Anderson, Michael L								Precis of After Phrenology: Neural Reuse and the Interactive Brain								Behavioral and Brain Sciences				39				1	45						2016										2									
J	Anderson, Michael L.								Precis of After Phrenology: Neural Reuse and the Interactive Brain								BEHAVIORAL AND BRAIN SCIENCES				39						UNSP e120	10.1017/S0140525X15000631			2016	2016										20									
J	Anderson, Michael L.; Chemero, Tony								The problem with brain GUTs: Conflation of different senses of "prediction" threatens metaphysical disaster								BEHAVIORAL AND BRAIN SCIENCES				36	3			204	205		10.1017/S0140525X1200221X			JUN 2013	2013										26									
J	Anderson, Michael L.								Neural reuse: A fundamental organizational principle of the brain								BEHAVIORAL AND BRAIN SCIENCES				33	4			245	+		10.1017/S0140525X10000853			AUG 2010	2010										457									
J	Anderson, Michael L.								Cortex in context: Response to commentaries on neural reuse								BEHAVIORAL AND BRAIN SCIENCES				33	4			294	313		10.1017/S0140525X10002049			AUG 2010	2010										2									
J	Anderson, ML; Oates, T								Prelinguistic agents will form only egocentric representations								BEHAVIORAL AND BRAIN SCIENCES				26	3			284	+		10.1017/S0140525X03230077			JUN 2003	2003										2									
J	Anderson, NH								Functional memory versus reproductive memory								BEHAVIORAL AND BRAIN SCIENCES				20	1			19	&		10.1017/S0140525X97220017			MAR 1997	1997										3									
J	Anderson, NH								Functional memory requires a quite different value metaphor								BEHAVIORAL AND BRAIN SCIENCES				19	2			190	&		10.1017/S0140525X0004214X			JUN 1996	1996										3									
J	ANDERSON, NH								INTEGRATION PSYCHOPHYSICS IS NOT TRADITIONAL PSYCHOPHYSICS								BEHAVIORAL AND BRAIN SCIENCES				15	3			559	560		10.1017/S0140525X00069958			SEP 1992	1992										1									
J	ANDERSON, NH								INTEGRATION PSYCHOPHYSICS								BEHAVIORAL AND BRAIN SCIENCES				12	2			268	269		10.1017/S0140525X00048573			JUN 1989	1989										4									
J	ANDERSON, RM; GONSALVES, JF								SENSORY SUPPRESSION AND THE UNITY OF CONSCIOUSNESS								BEHAVIORAL AND BRAIN SCIENCES				4	1			99	100		10.1017/S0140525X00007779			1981	1981										5									
J	ANDRADE, J								IS LEARNING DURING ANESTHESIA IMPLICIT								BEHAVIORAL AND BRAIN SCIENCES				17	3			395	396		10.1017/S0140525X00035044			SEP 1994	1994										2									
J	ANDREASEN, NC								THERE MAY BE A SCHIZOPHRENIC LANGUAGE								BEHAVIORAL AND BRAIN SCIENCES				5	4			588	589		10.1017/S0140525X00013662			1982	1982										4									
J	Andreou, Chrisoula								Addiction, procrastination, and failure points in decision-making systems								BEHAVIORAL AND BRAIN SCIENCES				31	4			439	+		10.1017/S0140525X08004755			AUG 2008	2008										1									
J	Andres, Michael; Di Luca, Samuel; Pesenti, Mauro								Finger counting: The missing tool?								BEHAVIORAL AND BRAIN SCIENCES				31	6			642	+		10.1017/S0140525X08005578			DEC 2008	2008										46									
J	Andrew, C								Sensorimotor EEG rhythms and their connection to local/global neocortical dynamic theory								BEHAVIORAL AND BRAIN SCIENCES				23	3			399	+		10.1017/S0140525X0022325X			JUN 2000	2000										3									
J	Andrew, RJ								Partial reversal and the functions of lateralisation								BEHAVIORAL AND BRAIN SCIENCES				28	4			589	+		10.1017/S0140525X05220101			AUG 2005	2005										1									
J	Andrew, RJ								Cyclicity in speech derived from call repetition rather than from intrinsic cyclicity of ingestion								BEHAVIORAL AND BRAIN SCIENCES				21	4			513	+		10.1017/S0140525X98241264			AUG 1998	1998										3									
J	ANDREW, RJ								BEHAVIORAL CONSTRAINTS ON SOCIAL COMMUNICATION ARE NOT LIKELY TO PREVENT THE EVOLUTION OF LARGE SOCIAL-GROUPS IN NONHUMAN-PRIMATES								BEHAVIORAL AND BRAIN SCIENCES				16	4			694	694		10.1017/S0140525X00032337			DEC 1993	1993										1									
J	ANDREW, RJ								QUESTIONS ABOUT THE EVOLUTION OF BIRD SONG								BEHAVIORAL AND BRAIN SCIENCES				8	1			100	100		10.1017/S0140525X00019762			1985	1985										2									
J	ANDREWS, AD								MENTAL MODELS AND TABLEAU LOGIC								BEHAVIORAL AND BRAIN SCIENCES				16	2			334	334		10.1017/S0140525X00030272			JUN 1993	1993										2									
J	Andrews, G; Halford, GS								Complexity effects are found in all relative-clause sentence forms								BEHAVIORAL AND BRAIN SCIENCES				22	1			95	+		10.1017/S0140525X99221784			FEB 1999	1999										5									
J	ANDREWS, G								PSYCHOTHERAPY OUTCOME - A WIDER VIEW LEADS TO DIFFERENT CONCLUSIONS								BEHAVIORAL AND BRAIN SCIENCES				6	2			285	286		10.1017/S0140525X00015879			1983	1983										6									
J	Andrews, Kristin								More stereotypes, please! The limits of 'theory of mind' and the need for further studies on the complexity of real world social interactions								BEHAVIORAL AND BRAIN SCIENCES				40				20	22	e2	10.1017/S0140525X15002290			2017	2017										1									
J	Andrews, PW; Gangestad, SW; Matthews, D								Adaptationism - how to carry out an exaptationist program								BEHAVIORAL AND BRAIN SCIENCES				25	4			489	+					AUG 2002	2002										127									
J	Andrews, PW; Gangestad, SW; Matthews, D								Adaptationism, exaptationism, and evolutionary behavioral science								BEHAVIORAL AND BRAIN SCIENCES				25	4			534	553					AUG 2002	2002										7									
J	Andrews, S								E-Z Reader's assumptions about lexical processing: Not so easy to define the two stages of word identification?								BEHAVIORAL AND BRAIN SCIENCES				26	4			477	+		10.1017/S0140525X03220100			AUG 2003	2003										1									
J	ANISMAN, H; ZACHARKO, RM								BRAIN AND THE IMMUNE-SYSTEM - MULTIPLE SITES OF INTERACTION								BEHAVIORAL AND BRAIN SCIENCES				8	3			395	396		10.1017/S0140525X00000777			1985	1985										1									
J	ANISMAN, H								ANHEDONIA - TOO MUCH, TOO SOON								BEHAVIORAL AND BRAIN SCIENCES				5	1			53	54		10.1017/S0140525X00010384			1982	1982										2									
J	ANISMAN, H; ZACHARKO, RM								DEPRESSION - THE PREDISPOSING INFLUENCE OF STRESS								BEHAVIORAL AND BRAIN SCIENCES				5	1			89	99		10.1017/S0140525X00010633			1982	1982										335									
J	ANISMAN, H; ZACHARKO, RM								STRESSING OUR POINTS								BEHAVIORAL AND BRAIN SCIENCES				5	1			123	129		10.1017/S0140525X00010918			1982	1982										1									
J	ANISMAN, H								DEPRESSION AND SUICIDE - STRESS AS A PRECIPITATING FACTOR								BEHAVIORAL AND BRAIN SCIENCES				3	2			272	273		10.1017/S0140525X00004751			1980	1980										2									
J	Annett, M								Myths of first cause and asymmetries in human evolution								BEHAVIORAL AND BRAIN SCIENCES				26	2			208	+					APR 2003	2003										4									
J	ANNETT, M								PREDICTING FROM THE RIGHT SHIFT THEORY								BEHAVIORAL AND BRAIN SCIENCES				14	2			338	340		10.1017/S0140525X0006698X			JUN 1991	1991										2									
J	ANNETT, M								HANDEDNESS AS CHANCE OR SPECIES CHARACTERISTIC								BEHAVIORAL AND BRAIN SCIENCES				10	2			263	264		10.1017/S0140525X00047701			JUN 1987	1987										9									
J	ANNETT, M								SEX-DIFFERENCES IN LATERALITY - MEANINGFULNESS VERSUS RELIABILITY								BEHAVIORAL AND BRAIN SCIENCES				3	2			227	228		10.1017/S0140525X00004404			1980	1980										22									
J	[Anonymous]								Tweaking the concepts of perception and cognition								Behavioral and Brain Sciences				39				21	22						2016										2									
J	[Anonymous]								Open peer commentaries on The weirdest people in the world?								Behavioral and Brain Sciences				33				83	111						2010										1									
J	[Anonymous]								Simulation Can Enable Imitation, Deliberation, and Mindreading								Behavioral and Brain Sciences				31				1	58						2008										1									
J	[Anonymous]								The Emulation Theory of Representation: Motor Control, Imagery, and Perception								Behavioral and Brain Sciences															2004										1									
J	[Anonymous]								A Sensorimotor Account of Vision and Visual Consciousness								Behavioral and Brain Sciences															2001										1									
J	[Anonymous]																Behavioral and Brain Sciences				14				273	273						1991										1									
J	[Anonymous]								framework for non-addictive psychoactive drug use								Behavioral and Brain Sciences				34				293	310																1									
J	Ansari, Daniel								Are non-abstract brain representations of number developmentally plausible?								BEHAVIORAL AND BRAIN SCIENCES				32	3-4			329	+		10.1017/S0140525X09990021			JUN-AUG 2009	2009										2									
J	Anson, JG; Latash, ML								Toward peaceful coexistence of adaptive central strategies and medical professionals								BEHAVIORAL AND BRAIN SCIENCES				19	1			94	+		10.1017/S0140525X00041789			MAR 1996	1996										1									
J	Ansorge, U; Scharlau, I; Heumann, M; Klotz, W								Visual conscious perception could be grounded in a nonconscious sensorimotor domain								BEHAVIORAL AND BRAIN SCIENCES				24	5			974	+		10.1017/S0140525X01230118			OCT 2001	2001										1									
J	ANTONY, L; LEVINE, J								ON THE PROPER TREATMENT OF THE CONNECTION BETWEEN CONNECTIONISM AND SYMBOLISM								BEHAVIORAL AND BRAIN SCIENCES				11	1			23	23		10.1017/S0140525X00052444			MAR 1988	1988										1									
J	Antony, Michael V.								Simulation constraints, afterlife beliefs, and common-sense dualism								BEHAVIORAL AND BRAIN SCIENCES				29	5			462	463		10.1017/S0140525X06229108			OCT 2006	2006										4									
J	ANTONY, MV								THE WHERE AND WHEN OF WHAT								BEHAVIORAL AND BRAIN SCIENCES				15	2			201	202		10.1017/S0140525X00068230			JUN 1992	1992										2									
J	Antrobus, JS								How does the dreaming brain explain the dreaming mind?								BEHAVIORAL AND BRAIN SCIENCES				23	6			904	+		10.1017/S0140525X00214027			DEC 2000	2000										5									
J	Aparicio, CF								The stimulus-reinforcer hypothesis of behavioral momentum: Some methodological considerations								BEHAVIORAL AND BRAIN SCIENCES				23	1			90	+		10.1017/S0140525X00222401			FEB 2000	2000										1									
J	APRISON, MH; HINGTGEN, NJ								POSTSYNAPTIC SEROTONERGIC ACTION OF ANTIDEPRESSIVE DRUGS								BEHAVIORAL AND BRAIN SCIENCES				6	4			549	551		10.1017/S0140525X00017350			1983	1983										4									
J	Aran, S.; Norenzayan, A.								Religion's evolutionary landscape: Counterintuition, commitment, compassion, communion								Behavioral and Brain Sciences				27				713	70						2004										1									
J	Arantes, Joana; Grace, Randolph C.; Kemp, Simon								Press freedom, oil exports, and risk for natural disasters: A challenge for climato-economic theory?								BEHAVIORAL AND BRAIN SCIENCES				36	5			483	483		10.1017/S0140525X13000046			OCT 2013	2013										2									
J	Arbib, MA								From monkey-like action recognition to human language: An evolutionary framework for neurolinguistics								BEHAVIORAL AND BRAIN SCIENCES				28	2			105	+		10.1017/S0140525X05000038			APR 2005	2005										541									
J	Arbib, MA								brain, Meaning, Grammar, evolution								BEHAVIORAL AND BRAIN SCIENCES				26	6			668	+		10.1017/S0140525X03240152			DEC 2003	2003										1									
J	Arbib, MA; Erdi, P								Precis of Neural organization: Structure, function, and dynamics								BEHAVIORAL AND BRAIN SCIENCES				23	4			513	+		10.1017/S0140525X00003368			AUG 2000	2000										18									
J	Arbib, MA; Spoelstra, J								Microcomplexes: The basic unit of the cerebellar role in adaptive motor control								BEHAVIORAL AND BRAIN SCIENCES				20	2			245	&		10.1017/S0140525X97221436			JUN 1997	1997										1									
J	ARBIB, MA								LEVELS OF MODELING OF MECHANISMS OF VISUALLY GUIDED BEHAVIOR								BEHAVIORAL AND BRAIN SCIENCES				10	3			407	436		10.1017/S0140525X00023360			SEP 1987	1987										60									
J	ARBIB, MA; CAPLAN, D								NEUROLINGUISTICS MUST BE COMPUTATIONAL								BEHAVIORAL AND BRAIN SCIENCES				2	3			449	460		10.1017/S0140525X0006369X			1979	1979										59									
